p_date,account,campaign,adset,ad_name,song_id,bid_type,obj_type,cost_usd,impressions,clicks,new_dev,login_dev,solo_open_dev,pub_dev,dur_total_min,obs_dev,ret_dev
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线-真人K歌-下载CTA-499832-260907-15_EG_0916,499832,LC,Login,47.49,76926,277,7,6,5,0,69.5,7,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0914,音高线_舞台紫袍女_歌房6_109959_EG_0914,109959,LC,Login,30.02,26532,102,1,1,0,0,1.0,1,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0913,音高线-真人K歌-社交分享-100646-260907-23_IRQ_0913,100646,LC,Login,28.29,62195,223,13,7,7,0,52.9,13,5
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0915,音高线_AI车内眼镜男_歌房5_110326_评论_EG_0915,110326,LC,Login,25.26,44126,157,10,10,9,2,151.4,10,2
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0915,音高线_AI车内黑衬衫男_歌房5_110326_EG_0915,110326,LC,Login,24.76,27965,127,6,6,6,0,41.4,6,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_分时_0914_EG_LC,代投_登录_IOS_LC_测新_EG_通投_分时_0917,GF-歌声对比-真人k歌-模板11-100477-0908-LJQ-03.mp4_EG_投_分时_0917,100477,LC,Login,22.03,17228,54,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0914,emo猜歌_chadidi达人_歌房5_EG_0914,unknown,LC,Login,19.82,18998,92,1,1,1,0,2.6,1,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_MA_LC,代投_登录_IOS_LC_测新_MA_0912,音高线-真人K歌-下载CTA-499832-260907-16_MA_0912,499832,LC,Login,16.56,27547,103,3,3,1,0,26.8,3,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0912,音高线-真人K歌-社交分享-100646-260907-23_IRQ_0912,100646,LC,Login,8.0,11536,44,2,2,1,0,13.8,2,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0915,音高线_AI车内眼镜男_歌房5_110326_EG_0915,110326,LC,Login,7.25,10543,43,2,2,2,1,46.1,2,2
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0913,音高线_AI车内眼镜男_歌房5_109959_评论_IRQ_0913,109959,LC,Login,6.26,10295,71,1,1,1,0,23.7,1,1
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0916,音高线_AI车内蓝衬衫男_歌房5_110326_IRQ_0916,110326,LC,Login,5.04,13324,38,1,1,1,1,25.7,1,1
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0912,音高线-真人K歌-社交分享-100375-260907-24_IRQ_0912,100375,LC,Login,4.36,13178,48,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0915,音高线_AI车内花衬衫男_歌房5_110326_EG_0915,110326,LC,Login,4.3,4462,14,1,1,1,0,2.9,1,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_MA_LC,代投_登录_IOS_LC_测新_MA_0912,音高线-真人K歌-社交分享-100375-260907-24_MA_0912,100375,LC,Login,3.65,5194,17,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线_AI车内蓝衬衫男_歌房5_110326_评论_EG_0916,110326,LC,Login,2.01,4962,15,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0916,音高线_白天车内长发男_歌房5_121183_IRQ_0916,121183,LC,Login,1.33,3050,14,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0916,音高线_AI车内蓝衬衫男_歌房5_110326_评论_IRQ_0916,110326,LC,Login,0.84,1667,6,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0916,音高线_车内蓝衬衫男_歌房5_517861_IRQ_0916,517861,LC,Login,0.84,3263,12,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0912,音高线-真人K歌-下载CTA-499832-260907-16_EG_0912,499832,LC,Login,0.83,1136,0,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0903_IRQ_LC,代投_登录_IOS_LC_测新_IRQ_0916,音高线_车内双男吉他_歌房5_101180_IRQ_0916,101180,LC,Login,0.48,508,2,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线_AI车内蓝衬衫男_歌房5_110326_EG_0916,110326,LC,Login,0.35,654,3,1,1,0,0,10.6,1,1
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线_车内双男吉他_歌房5_101180_EG_0916,101180,LC,Login,0.27,267,1,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线_车内蓝衬衫男_歌房5_517861_EG_0916,517861,LC,Login,0.19,331,2,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线_白天车内长发男_歌房5_121183_EG_0916,121183,LC,Login,0.18,228,3,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0912,音高线-真人K歌-社交分享-100375-260907-24_EG_0912,100375,LC,Login,0.03,115,0,0,0,0,0,0.0,0,0
20260918,代投-iOS,SinoInteractive_代投_登录_IOS_唱歌定向_0904_EG_LC,代投_登录_IOS_LC_测新_EG_0916,音高线-真人K歌-社交分享-100375-260907-24_EG_0916,100375,LC,Login,0.01,29,1,0,0,0,0,0.0,0,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0914_EG_LC,代投_登录_安卓_LC_年龄44_EG_分时_0917,音高线-真人K歌-下载CTA-121200-260907-19_EG_分时_0914,121200,LC,Login,179.37,427073,2163,174,130,90,10,1686.0,174,49
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_IRQ_LC,代投_登录_安卓_LC_唱歌定向年龄44_IRQ_0903,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_IRQ_0903,101156,LC,Login,130.17,380856,2375,142,113,75,6,1580.3,142,18
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,GF-歌声对比-真人k歌-模板11-105313-260511-zcx- (6).mp4_EG_0911,105313,LC,Login,80.16,200000,1111,86,73,56,10,990.1,86,16
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0911,音高线-真人K歌-下载CTA-121200-260907-19_ALG_0911,121200,LC,Login,80.12,294845,2124,358,275,237,26,5096.2,358,91
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0904,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_EG_0904,101156,LC,Login,50.21,98576,766,52,49,40,5,720.9,52,7
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_LBN_LC,代投_登录_安卓_LC_唱歌定向年龄44_LBN_0903,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_LBN_0903,101156,LC,Login,49.94,91500,404,26,21,15,3,181.6,26,6
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_LBN_LC,代投_登录_安卓_LC_唱歌定向年龄44_LBN_0911,音高线_AI车内黑衬衫男_歌房5_109959_LBN_0911,109959,LC,Login,49.93,104385,425,16,16,12,1,186.3,16,1
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0903,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_ALG_0903,101156,LC,Login,34.5,93326,572,60,55,43,4,770.1,60,16
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0916,音高线-真人K歌-下载CTA-499832-260907-15_ALG_0916,499832,LC,Login,25.99,86341,1068,118,77,57,7,1141.4,118,23
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0916,音高线-真人K歌-下载CTA-121200-260907-19_ALG_0916,121200,LC,Login,19.25,71354,1010,102,72,58,6,1110.4,102,21
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0914_EG_LC,代投_登录_安卓_LC_年龄44_EG_分时_0917,GF-音高线-真人k歌-模板19-260629-ldqGF-音高线-真人k歌-模板19-101156-260629-ldq-02.mp4_EG_分时_0914,101156,LC,Login,16.29,40138,137,9,7,5,2,69.2,9,1
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,音高线_AI车内黑衬衫男_歌房5_109959_EG_0911,109959,LC,Login,12.77,24732,158,9,7,5,0,62.6,9,1
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0903,GF-歌声对比-真人k歌-模板11-100477-0908-LJQ-03.mp4_ALG_0903,100477,LC,Login,10.61,24490,225,10,8,7,0,37.5,10,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0914_EG_LC,代投_登录_安卓_LC_年龄44_EG_分时_0917,GF-音高线-真人k歌-模板20-100375-1010-LJQ-01.mp4_EG_分时_0914,100375,LC,Login,5.29,11510,42,0,0,0,0,0.0,0,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0903,GF-音高线-真人k歌-模板20-100375-1010-LJQ-01.mp4_ALG_0903,100375,LC,Login,4.96,10851,95,9,7,2,0,42.9,9,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0916,音高线-真人K歌-下载CTA-499832-260907-16_ALG_0916,499832,LC,Login,4.68,12970,181,30,17,13,0,262.1,30,7
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_IRQ_LC,代投_登录_安卓_LC_唱歌定向年龄44_优秀素材_IRQ_0917,音高线-真人K歌-下载CTA-121200-260907-19_IRQ_0917,121200,LC,Login,4.31,13081,154,12,9,5,1,101.3,12,4
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_分时_0914_EG_LC,代投_登录_安卓_LC_年龄44_EG_分时_0917,GF-歌声对比-真人k歌-模板11-100477-0908-LJQ-03.mp4_EG_分时_0914,100477,LC,Login,3.57,5734,26,0,0,0,0,0.0,0,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,音高线_AI车内眼镜男_歌房5_109959_EG_0911,109959,LC,Login,2.55,2550,25,7,7,5,0,72.4,7,2
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,音高线_舞台墨镜女_歌房6_109959_EG_0911,109959,LC,Login,1.96,3270,7,2,2,1,0,35.1,2,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,音高线_AI车内蓝金衬衫男_歌房5_109959_EG_0911,109959,LC,Login,1.36,2196,16,1,0,0,0,0.0,1,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_EG_0911,音高线_舞台墨镜女_歌房6_109959_评论_EG_0911,109959,LC,Login,1.08,1905,4,2,2,2,1,40.5,2,1
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_测新_EG_0917,音高线-真人K歌-下载CTA-121200-260907-18_EG_0917,121200,LC,Login,0.3,742,6,0,0,0,0,0.0,0,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0916,音高线-真人K歌-社交分享-100646-260907-23_ALG_0916,100646,LC,Login,0.27,717,7,1,0,0,0,0.0,1,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_IRQ_LC,代投_登录_安卓_LC_唱歌定向年龄44_优秀素材_IRQ_0917,音高线_AI车内黑衬衫男_歌房5_109959_IRQ_0917,109959,LC,Login,0.19,406,7,0,0,0,0,0.0,0,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0911,音高线_AI车内蓝金衬衫男_歌房5_109959_ALG_0911,109959,LC,Login,0.1,497,5,0,0,0,0,0.0,0,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_测新_EG_0917,音高线-真人K歌-下载CTA-101140-260907-21_EG_0917,101140,LC,Login,0.09,155,4,1,1,1,0,7.9,1,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_测新_EG_0917,音高线-真人K歌-社交分享-121200-260907-20_EG_0917,121200,LC,Login,0.04,122,0,0,0,0,0,0.0,0,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0916,音高线-真人K歌-社交分享-100375-260907-24_ALG_0916,100375,LC,Login,0.04,311,1,0,0,0,0,0.0,0,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0904_EG_LC,代投_登录_安卓_LC_唱歌定向年龄44_测新_EG_0917,音高线-真人K歌-下载CTA-100646-260907-22_EG_0917,100646,LC,Login,0.02,35,0,0,0,0,0,0.0,0,0
20260918,代投-安卓,SinoInteractive_代投_登录_安卓_唱歌定向_0903_ALG_LC,代投_登录_安卓_LC_唱歌定向年龄44_ALG_0911,音高线_AI车内黑衬衫男_歌房5_109959_ALG_0911,109959,LC,Login,0.01,60,1,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_ALG_LC,自投_登录_iOS_LC_跑量计划_ALG_0916_胡子红绿衫,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_ALG_0916,101140,LC,Login,150.88,279856,817,15,13,10,2,116.6,15,3
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_ALG_LC,自投_登录_iOS_LC_跑量计划_ALG_0910,音高线_AI车内蓝衬衫男_歌房5_110326.mp4_ALG_0910,110326,LC,Login,140.73,243702,831,14,10,7,0,176.9,14,4
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_ALG_LC,自投_登录_iOS_LC_跑量计划_ALG_0911_代理对镜自拍,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_ALG_0911,110326,LC,Login,140.38,229435,793,16,11,10,0,113.6,16,2
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0910,音高线_AI车内蓝衬衫男_歌房5_110326.mp4_IRQ_0910,110326,LC,Login,120.43,262644,1209,31,27,24,3,312.7,31,4
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0916_代理对镜自拍,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_EG_0916,110326,LC,Login,99.91,192603,616,17,15,13,0,216.1,17,6
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0910,音高线_AI车内蓝衬衫男_歌房5_110326.mp4_EG_0910,110326,LC,Login,99.89,193955,782,15,12,9,1,80.7,15,1
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0916_车内蓝衬衫评论,音高线_AI车内蓝衬衫男_歌房5_110326_评论.mp4_EG_0916,110326,LC,Login,99.8,210643,695,12,11,10,1,147.3,12,3
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0916_代理对镜自拍,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_IRQ_0916,110326,LC,Login,99.66,253920,884,32,28,22,1,272.9,32,4
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0914,音高线_AI绿哥_歌房4_131061.mp4_0914,131061,LC,Login,95.88,156404,604,25,19,16,1,156.1,25,4
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0908,音高线_紫衣服男_歌房5_110326.mp4_IRQ_0912,110326,LC,Login,91.43,254538,1146,32,24,20,1,296.8,32,7
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0916_蓝衬衫男评论,音高线_AI车内蓝衬衫男_歌房5_110326_评论.mp4_IRQ_0916,110326,LC,Login,79.79,189267,727,11,9,8,0,40.0,11,3
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_MA_LC,自投_登录_iOS_LC_跑量计划_MA_0910,音高线_AI车内蓝衬衫男_歌房5_110326.mp4_MA_0910,110326,LC,Login,64.99,99626,399,10,8,5,0,45.5,10,2
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_MA_LC,自投_登录_iOS_LC_跑量计划_MA_0908,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_MA_0908,110326,LC,Login,42.38,76414,230,2,2,2,0,16.9,2,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0912_花衬衫男,音高线_花衬衫男_直给爽点_歌房3_100646_带评论.mp4_IRQ_0912,100646,LC,Login,41.94,90652,310,10,8,7,2,183.5,10,2
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0912_花衬衫男,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_IRQ_0912,101140,LC,Login,37.78,78919,261,10,9,6,0,123.8,10,1
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0908,音高线_白头巾盲女_歌房5_110326_评论.mp4_EG_0908,110326,LC,Login,35.83,65383,283,10,9,8,2,91.7,10,4
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0918,音高线_室内绿衣弹唱男_歌房5_110326.mp4_0918,110326,LC,Login,30.72,57322,209,1,0,0,0,0.3,1,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0918,音高线_紫衣服男_歌房5_110326.mp4_0918,110326,LC,Login,26.78,31196,146,5,5,3,0,12.8,5,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_MA_LC,自投_登录_iOS_LC_跑量计划_MA_0908,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_MA_0908,101140,LC,Login,23.14,51293,118,6,5,5,0,23.7,6,2
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0917,音高线_室内3男_歌房5_110326_评论.mp4_0917,110326,LC,Login,22.86,35778,143,13,11,9,0,86.7,13,1
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0918,音高线_室内绿衣弹唱男_歌房5_110326_评论.mp4_0918,110326,LC,Login,20.27,29271,100,6,5,4,0,66.3,6,5
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0917,音高线_室内3男_歌房5_110326.mp4_0917,110326,LC,Login,19.12,49666,204,7,6,6,0,58.3,7,1
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0908,音高线_白头巾盲女_歌房5_110326.mp4_EG_0908,110326,LC,Login,18.22,32613,104,4,4,4,0,42.2,4,1
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0918,音高线_室内黄发女_歌房5_110326.mp4_0918,110326,LC,Login,14.83,19172,71,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0914,音高线_白衣板寸_代理片尾_101156.mp4_0914,101156,LC,Login,13.99,29215,77,3,3,2,0,71.4,3,1
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0918,音高线_室内黄发女_歌房5_110326_评论.mp4_0918,110326,LC,Login,13.09,12859,50,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_EG_LC,自投_登录_iOS_LC_跑量计划_EG_0908,音高线_室内3男_歌房5_110326_评论.mp4_EG_0908,110326,LC,Login,10.5,17708,62,3,3,1,0,12.1,3,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0914,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_0914,110326,LC,Login,9.73,9305,37,3,2,2,0,51.9,3,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0918,音高线_AI绿哥_歌房4_131061.mp4_0918,131061,LC,Login,7.2,5767,22,1,1,0,0,1.9,1,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0918,GF-音高线-真人k歌-模板19-110326-260709-lhz-10.mp4_0918,110326,LC,Login,6.2,3693,13,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0917,音高线_墨镜蓝领带男_歌房5_110326_评论.mp4_0917,110326,LC,Login,4.53,6313,40,3,2,2,0,18.5,3,0
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0917,音高线_墨镜蓝领带男_歌房5_110326.mp4_0917,110326,LC,Login,4.21,10176,50,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0908,音高线_白头巾盲女_歌房5_110326.mp4_IRQ_0912,110326,LC,Login,3.42,11300,56,1,1,1,0,5.0,1,0
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0917,音高线_牛仔帽女_歌房5_110326.mp4_0917,110326,LC,Login,3.36,11384,26,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0918,音高线_AI车内蓝衬衫男_歌房5_110326.mp4_0918,110326,LC,Login,3.08,1822,11,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0918,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_0918,101140,LC,Login,2.77,2099,5,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0918,音高线_AI车内蓝衬衫男_歌房5_110326_评论.mp4_0918,110326,LC,Login,2.61,1515,3,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0918,音高线_怼脸眼线女_歌房5_101066.mp4_0918,101066,LC,Login,2.28,786,7,1,1,0,0,0.9,1,0
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0917,音高线_牛仔帽女_歌房5_110326_评论.mp4_0917,110326,LC,Login,2.17,2997,8,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_0908_IRQ_LC,自投_登录_iOS_LC_跑量计划_IRQ_0908,音高线_胡子红绿衫_歌房4_101140_带评论.mp4_IRQ_0908,101140,LC,Login,2.07,6160,26,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_LC_iOS_测试计划_0826,自投_登录_LC_iOS_初筛_0917,音高线_绿白格子男_歌房5_110326_评论.mp4_0917,110326,LC,Login,1.88,2509,5,0,0,0,0,0.0,0,0
20260918,自投-iOS,SinoInteractive_自投_登录_iOS_唱歌定向_定时_LC_0914,自投_登录_iOS_LC_定时_国家通投_0914,音高线_对镜唱歌_直给爽点_歌房3_146904.mp4_0914,146904,LC,Login,1.41,4397,9,0,0,0,0,0.0,0,0
